Output voltage (V),Process corner,Voltage supply (V),Temperature (°C),Coarse code,Fine code,Timestamp (ns),Mean active power (uW),Minimum active power (uW),Maximum active power (uW),Sleep power (uW),Error voltage (V),Feed voltage (V),Start-up time (ns)
0.921178,Typical,1.8,69.0,0.01,0.001,272302.0,75.27279501524333,-1.1992575744,100.70783639999999,0.025432808400000045,0.0007390000000000452,0.679669,128700.0
0.921614,Typical,1.8,70.0,0.01,0.001,272302.0,74.26136925242974,-1.2053558682,100.33765379999998,0.025536045599999967,0.0007249999999999757,0.677848,128700.0
1.07123,Typical,1.8,71.0,0.011,0.006,400000.0,79.79104750000562,-1.3215290346000008,105.691311,0.025607633399999406,0.004350999999999994,0.674482,57198.0
1.0717,Typical,1.8,72.0,0.011,0.006,400000.0,79.51670052533014,-1.3271385672,105.34758119999998,0.02573374320000039,0.0042800000000000615,0.672696,57198.0
1.07216,Typical,1.8,73.0,0.011,0.006,400000.0,79.21824346339845,-1.3325860458000012,104.87624220000002,0.025917681599999444,0.004217999999999944,0.670911,57198.0
1.07278,Typical,1.8,74.0,0.011,0.006,400000.0,78.9065301967535,0.026008155000000078,102.9976902,0.02604067740000008,0.004711000000000021,0.670014,55098.0
1.07325,Typical,1.8,75.0,0.011,0.006,400000.0,78.6100348212108,0.02615587739999996,101.41529940000001,0.026190354599999962,0.004646999999999957,0.668227,55098.0
1.07372,Typical,1.8,76.0,0.011,0.006,400000.0,78.34721721537682,0.026255064599999874,102.33176039999998,0.026290461599999877,0.004576999999999942,0.66644,55098.0
1.07491,Typical,1.8,77.0,0.011,0.006,400000.0,78.06659452520964,0.026449538399999896,101.9985768,0.026486587799999895,0.0039319999999999355,1.16224,52098.0
1.04813,Typical,1.8,78.0,0.011,0.005,384902.0,77.58941386972899,0.026575801199999943,99.3951,0.02661517259999995,0.007655999999999996,0.662624,62000.0
1.04864,Typical,1.8,79.0,0.011,0.005,384902.0,77.31285986824537,0.02679455520000002,99.09235620000001,0.026835480000000023,0.007564999999999933,0.660838,62000.0
1.04915,Typical,1.8,80.0,0.011,0.005,384902.0,77.00340394308616,0.026941393799999932,98.7898446,0.02698340579999993,0.007479000000000013,0.659053,62000.0
1.04967,Typical,1.8,81.0,0.011,0.005,384902.0,76.75755604994303,0.027110901600000018,98.49005640000001,0.027154989000000015,0.007382,0.657268,62000.0
1.0502,Typical,1.8,82.0,0.011,0.005,384902.0,76.46317918015855,0.027339429600001134,98.18868420000001,0.027386373600001134,0.007291999999999965,0.655483,62000.0
1.05071,Typical,1.8,83.0,0.011,0.005,384902.0,76.19649340722823,0.027503559000000007,97.88960519999999,0.027551113200000005,0.0072029999999999594,0.653699,62000.0
1.05124,Typical,1.8,84.0,0.011,0.005,384902.0,75.91352802333459,0.027690476400000018,97.59244319999999,0.02773945260000002,0.0071109999999999784,0.651915,62000.0
1.05177,Typical,1.8,85.0,0.011,0.005,384902.0,75.658593139285,0.02795748120000001,97.29708120000001,0.028008165600000013,0.0070149999999999935,0.650131,62000.0
1.05229,Typical,1.8,86.0,0.011,0.005,384902.0,75.36527207174497,0.02813747760000007,96.9999336,0.02818971900000007,0.006928000000000045,0.648348,62000.0
1.05282,Typical,1.8,87.0,0.011,0.005,384902.0,75.09656513036006,0.028343579399999926,96.69040560000002,0.02839764599999993,0.006834000000000007,0.646564,62000.0
1.05335,Typical,1.8,88.0,0.011,0.005,384902.0,74.84900909723487,0.028558830600001146,96.3831762,0.028614618000001143,0.006735999999999964,0.644781,62000.0
1.05388,Typical,1.8,89.0,0.011,0.005,384902.0,74.56866903620661,0.02879978040000001,96.11586000000001,0.02885655240000001,0.006647999999999987,0.642998,62000.0
1.05442,Typical,1.8,90.0,0.011,0.005,384902.0,74.3073686091624,0.029087173799999966,96.13265220000001,0.029144638799999966,0.006556000000000006,0.641215,62000.0
1.05496,Typical,1.8,91.0,0.011,0.005,384902.0,74.05787128135047,0.02939027039999996,96.4518876,0.02944932659999996,0.006457999999999964,0.639432,62000.0
1.06426,Typical,1.8,92.0,0.011,0.005,384702.0,73.81139664197921,-0.2255445377999993,96.39766080000001,0.029705891400000555,0.005804000000000031,0.638733,61900.0
1.06478,Typical,1.8,93.0,0.011,0.005,384702.0,73.54318595862118,-0.22656906900000004,96.24589020000002,0.02997633600000026,0.005723000000000034,0.636945,61900.0
1.06531,Typical,1.8,94.0,0.011,0.005,384702.0,73.27141858786266,-0.22747134239999978,96.07528980000001,0.030278869200000124,0.005635999999999974,0.635157,61900.0
1.06584,Typical,1.8,95.0,0.011,0.005,385802.0,72.99037365360944,0.03054667679999994,96.3907164,0.03061038419999994,0.005550999999999973,0.63337,61900.0
1.0467,Typical,1.8,96.0,0.011,0.004,365902.0,70.155237105924,0.03082573800000001,96.1340958,0.030893680800000066,0.0066910000000000025,0.629485,62000.0
1.04725,Typical,1.8,97.0,0.011,0.004,365902.0,69.87005729166971,0.031202123399998852,95.9534874,0.03127004999999882,0.0065989999999999105,0.627704,62000.0
1.0478,Typical,1.8,98.0,0.011,0.004,365902.0,69.63266366887025,0.0315668556,96.02799299999998,0.03163429799999997,0.006504000000000065,0.625924,62000.0
1.06797,Typical,1.8,99.0,0.011,0.005,384702.0,71.97302320785487,-0.23166682740000066,96.1432956,0.03194736839999998,0.005220000000000002,0.62622,61900.0
1.06851,Typical,1.8,100.0,0.011,0.005,384702.0,71.70702890900994,-0.23239047599999996,96.08781780000001,0.032379067799999973,0.005133999999999972,0.624432,61900.0
1.06905,Typical,1.8,101.0,0.011,0.005,384702.0,71.45506036068603,-0.23314441860000007,96.10412580000002,0.032751955799999996,0.005055000000000032,0.622645,61900.0
1.06958,Typical,1.8,102.0,0.011,0.005,384702.0,71.19745223780869,-0.233803341,96.113763,0.03317417280000018,0.0049719999999999764,0.620857,61900.0
1.07012,Typical,1.8,103.0,0.011,0.005,384702.0,70.92678371599169,-0.23447918520000002,95.83259579999999,0.03357673019999993,0.004894999999999983,0.619069,61900.0
1.07067,Typical,1.8,104.0,0.011,0.005,384702.0,70.68462102360229,-0.23507108099999993,95.77510380000001,0.03402053279999945,0.004813000000000067,0.617281,61900.0
1.07122,Typical,1.8,105.0,0.011,0.005,384702.0,70.43774973027932,-0.23563992599999967,95.64262919999999,0.03446402760000027,0.004732999999999987,0.615492,61900.0
1.07177,Typical,1.8,106.0,0.011,0.005,384702.0,70.18865155882123,-0.23613901740000054,95.73702120000002,0.0349683569999997,0.0046519999999999895,0.613704,61900.0
1.07233,Typical,1.8,107.0,0.011,0.005,384702.0,69.93475851289018,-0.23665372740000024,95.5050534,0.035419559400000085,0.004573000000000049,0.611915,61900.0
1.07288,Typical,1.8,108.0,0.011,0.005,384702.0,69.6908552997846,-0.23686599959999938,95.4929394,0.0359938908000006,0.004493999999999998,0.610126,61900.0
1.07343,Typical,1.8,109.0,0.011,0.005,384702.0,69.44050407261297,-0.23727728879999926,95.29255619999999,0.03650943600000049,0.004414999999999947,0.608337,61900.0
